confidence,radius,position,id
0.2575673937821987,120,"(1020, 120)",041007_017
0.2872823854069361,120,"(1095, 120)",041007_017
0.3262270199043561,120,"(945, 120)",041007_017
0.340586936038276,120,"(1020, 195)",041007_017
0.35615415710618437,120,"(1095, 195)",041007_017
0.365795316099319,120,"(1095, 570)",041007_017
0.3722711165953841,120,"(1095, 495)",041007_017
0.3789714547133859,120,"(1020, 570)",041007_017
0.39166502374495976,120,"(945, 195)",041007_017
0.4126150250442403,120,"(1020, 495)",041007_017
0.4133479686323237,120,"(945, 570)",041007_017
0.41653783747661327,120,"(1095, 420)",041007_017
0.41751721482656146,120,"(345, 120)",041007_017
0.43771256967955585,120,"(270, 120)",041007_017
0.43978999491608123,120,"(420, 120)",041007_017
0.44360344182508726,120,"(870, 120)",041007_017
0.4517247705828825,120,"(945, 495)",041007_017
0.4554227564662675,120,"(1020, 420)",041007_017
0.46450256261796236,120,"(1095, 345)",041007_017
0.47572904990133985,120,"(1095, 270)",041007_017
0.4848480474220404,120,"(870, 195)",041007_017
0.48646610111350624,120,"(1020, 270)",041007_017
0.48678911663461283,120,"(345, 195)",041007_017
0.48790719672686655,120,"(870, 570)",041007_017
0.4897798484571112,120,"(270, 195)",041007_017
0.49007797688541316,120,"(945, 420)",041007_017
0.49043376503633573,120,"(195, 120)",041007_017
0.4947969609004675,120,"(945, 270)",041007_017
0.4993092051734779,120,"(1020, 345)",041007_017
0.5074851184474664,120,"(495, 120)",041007_017
0.5149430563718379,120,"(870, 495)",041007_017
0.516495585345381,120,"(420, 195)",041007_017
0.5269269322859187,120,"(945, 345)",041007_017
0.5282834609791043,120,"(195, 195)",041007_017
0.5335995720924767,120,"(870, 270)",041007_017
0.5343252773570203,120,"(870, 420)",041007_017
0.543570125358532,120,"(120, 120)",041007_017
0.5531726976795039,120,"(795, 120)",041007_017
0.5536213622059768,120,"(870, 345)",041007_017
0.5624776976088739,120,"(495, 195)",041007_017
0.5644179879231708,120,"(795, 195)",041007_017
0.5653051081916736,120,"(120, 195)",041007_017
0.5717338981051703,120,"(570, 120)",041007_017
0.5844015936457678,120,"(795, 570)",041007_017
0.586324816111565,120,"(795, 495)",041007_017
0.5866451742802762,120,"(795, 270)",041007_017
0.5873532631033734,120,"(795, 420)",041007_017
0.5919240860151497,120,"(120, 270)",041007_017
0.5927684945458419,120,"(795, 345)",041007_017
0.593193506736386,120,"(270, 270)",041007_017
0.5932084048075874,120,"(195, 270)",041007_017
0.596602761382699,120,"(345, 270)",041007_017
0.5986518529986985,120,"(720, 120)",041007_017
0.5994032129080908,120,"(120, 345)",041007_017
0.602831652723698,120,"(645, 120)",041007_017
0.6080625180149196,120,"(570, 195)",041007_017
0.60913242344627,120,"(420, 270)",041007_017
0.609236542297239,120,"(195, 345)",041007_017
0.612505588458896,120,"(720, 195)",041007_017
0.615401085552774,120,"(120, 420)",041007_017
0.618377649138182,120,"(720, 270)",041007_017
0.6221227533857766,120,"(720, 345)",041007_017
0.6239394757874244,120,"(645, 195)",041007_017
0.6261209039899949,120,"(495, 270)",041007_017
0.6276324989671338,120,"(270, 345)",041007_017
0.6313749059510038,120,"(720, 420)",041007_017
0.6322670749900382,120,"(120, 495)",041007_017
0.6344660104550682,120,"(195, 420)",041007_017
0.6347836380722613,120,"(645, 270)",041007_017
0.6368536638722078,120,"(570, 270)",041007_017
0.6421386931578112,120,"(720, 495)",041007_017
0.6421710328082818,120,"(645, 345)",041007_017
0.6449960723549875,120,"(570, 345)",041007_017
0.6452907879781847,120,"(120, 570)",041007_017
0.64583085204858,120,"(495, 345)",041007_017
0.647644534603635,120,"(270, 420)",041007_017
0.6478631416612342,120,"(345, 345)",041007_017
0.6483188346978852,120,"(720, 570)",041007_017
