confidence,radius,position,id,gt,reasons
0.0,120,"(270, 120)",043,0,"['wall', 'fencePole', 'person', 'tree']"
0.0,120,"(345, 120)",043,0,"['wall', 'person', 'tree']"
0.0,120,"(420, 120)",043,0,"['person', 'tree']"
0.0,120,"(495, 120)",043,0,"['wall', 'person', 'tree']"
0.0,120,"(570, 120)",043,0,"['wall', 'tree']"
0.0,120,"(645, 120)",043,0,"['wall', 'tree']"
0.0,120,"(270, 195)",043,0,"['wall', 'person']"
0.0,120,"(345, 195)",043,0,"['person', 'tree']"
0.0,120,"(420, 195)",043,0,"['person', 'tree']"
0.0,120,"(495, 195)",043,0,"['wall', 'person', 'tree']"
0.0,120,"(570, 195)",043,0,"['wall', 'person', 'tree']"
0.0,120,"(645, 195)",043,0,"['wall', 'tree']"
0.0,120,"(195, 270)",043,0,"['wall', 'person']"
0.0,120,"(270, 270)",043,0,['person']
0.0,120,"(345, 270)",043,0,['person']
0.0,120,"(420, 270)",043,0,['person']
0.0,120,"(495, 270)",043,0,['person']
0.0,120,"(570, 270)",043,0,"['wall', 'person', 'tree']"
0.0,120,"(645, 270)",043,0,"['wall', 'tree']"
0.0,120,"(195, 345)",043,0,['person']
0.0,120,"(270, 345)",043,0,['person']
0.0,120,"(345, 345)",043,0,['person']
0.0,120,"(420, 345)",043,0,['person']
0.0,120,"(495, 345)",043,0,['person']
0.0,120,"(570, 345)",043,0,"['person', 'tree']"
0.0,120,"(645, 345)",043,0,['tree']
0.0,120,"(270, 420)",043,1,[]
0.0,120,"(345, 420)",043,1,[]
0.0,120,"(420, 420)",043,1,[]
0.0,120,"(495, 420)",043,0,['person']
0.0,120,"(570, 420)",043,1,[]
0.0,120,"(645, 420)",043,1,[]
0.0,120,"(420, 495)",043,1,[]
0.0,120,"(495, 495)",043,1,[]
0.0,120,"(570, 495)",043,1,[]
0.3326994285308394,120,"(1095, 720)",043,0,['wall']
0.3586230619109215,120,"(1095, 645)",043,0,['wall']
0.3996444989914728,120,"(120, 120)",043,0,"['wall', 'fencePole', 'person']"
0.405615070775137,120,"(1095, 570)",043,0,['wall']
0.4414466628346091,120,"(1020, 720)",043,0,['wall']
0.4689229993149575,120,"(1095, 495)",043,0,"['wall', 'tree']"
0.4779923020881418,120,"(720, 120)",043,0,"['wall', 'tree']"
0.4820561271899852,120,"(195, 120)",043,0,"['wall', 'fencePole', 'person']"
0.5022688606722225,120,"(1020, 645)",043,0,['wall']
0.5198324778056814,120,"(120, 195)",043,0,"['wall', 'person']"
0.5420874297284655,120,"(1095, 420)",043,0,"['wall', 'tree']"
0.5422810002963806,120,"(120, 270)",043,0,"['wall', 'person']"
0.545328673914181,120,"(795, 120)",043,0,"['wall', 'tree']"
0.566082196302678,120,"(1020, 570)",043,0,['wall']
0.5784311266341512,120,"(720, 195)",043,0,"['wall', 'tree']"
0.5833523890676289,120,"(195, 195)",043,0,"['wall', 'person']"
0.6001839095640015,120,"(120, 345)",043,1,[]
0.6233439451427377,120,"(1020, 495)",043,0,"['wall', 'tree']"
0.6328518424643741,120,"(945, 720)",043,0,['wall']
0.6382333970201369,120,"(1095, 120)",043,0,['wall']
0.6427178057160265,120,"(795, 195)",043,0,"['wall', 'tree']"
0.6443509807867835,120,"(1095, 345)",043,0,"['wall', 'tree']"
0.6543471780412821,120,"(1095, 195)",043,0,['wall']
0.6654145434521689,120,"(870, 120)",043,0,"['wall', 'tree']"
0.6666254207988016,120,"(1020, 420)",043,0,"['wall', 'tree']"
0.6789599665724348,120,"(945, 645)",043,0,['wall']
0.6792568683995897,120,"(1095, 270)",043,0,['wall']
