confidence,radius,position,id
0.0,120,"(345, 120)",000
0.0,120,"(420, 120)",000
0.0,120,"(495, 120)",000
0.0,120,"(570, 120)",000
0.0,120,"(645, 120)",000
0.0,120,"(720, 120)",000
0.0,120,"(420, 195)",000
0.0,120,"(495, 195)",000
0.0,120,"(570, 195)",000
0.0,120,"(645, 195)",000
0.0,120,"(720, 195)",000
0.0,120,"(645, 420)",000
0.0,120,"(720, 420)",000
0.0,120,"(495, 495)",000
0.0,120,"(570, 495)",000
0.0,120,"(645, 495)",000
0.0,120,"(720, 495)",000
0.0,120,"(795, 495)",000
0.0,120,"(420, 570)",000
0.0,120,"(495, 570)",000
0.0,120,"(570, 570)",000
0.0,120,"(645, 570)",000
0.0,120,"(720, 570)",000
0.0,120,"(795, 570)",000
0.0,120,"(345, 645)",000
0.0,120,"(420, 645)",000
0.0,120,"(495, 645)",000
0.0,120,"(570, 645)",000
0.0,120,"(645, 645)",000
0.0,120,"(720, 645)",000
0.0,120,"(795, 645)",000
0.0,120,"(870, 645)",000
0.0,120,"(270, 720)",000
0.0,120,"(345, 720)",000
0.0,120,"(420, 720)",000
0.0,120,"(495, 720)",000
0.0,120,"(570, 720)",000
0.0,120,"(645, 720)",000
0.0,120,"(720, 720)",000
0.0,120,"(795, 720)",000
0.5787745296245735,120,"(1095, 120)",000
0.611921128701027,120,"(1095, 195)",000
0.6121528604347101,120,"(870, 720)",000
0.6170201485394888,120,"(120, 120)",000
0.6200330397922121,120,"(120, 195)",000
0.6441273711339024,120,"(1020, 120)",000
0.6484595801452994,120,"(1095, 270)",000
0.6544853146954445,120,"(1020, 195)",000
0.6553808154314638,120,"(945, 120)",000
0.6606668469525926,120,"(1095, 345)",000
0.6622329233513256,120,"(870, 120)",000
0.6636423336548556,120,"(1020, 270)",000
0.6642610702088877,120,"(945, 195)",000
0.6659288844542729,120,"(1095, 420)",000
0.6684600551381498,120,"(795, 120)",000
0.6689295782161264,120,"(120, 270)",000
0.6692321212418225,120,"(945, 720)",000
0.6701313013875648,120,"(1095, 495)",000
0.6704487349676169,120,"(1020, 345)",000
0.6720667000778012,120,"(870, 195)",000
0.6726467179254157,120,"(945, 270)",000
0.6731949651506284,120,"(1095, 570)",000
0.6742020657755845,120,"(870, 570)",000
0.675067735185489,120,"(1095, 645)",000
0.6757476920974951,120,"(1095, 720)",000
0.6762496804564455,120,"(1020, 420)",000
0.6794358709497473,120,"(795, 195)",000
0.6802350722174465,120,"(945, 345)",000
0.6808747922614683,120,"(1020, 495)",000
0.6814755489151915,120,"(870, 270)",000
0.6828528748132272,120,"(645, 270)",000
0.6841928055093767,120,"(1020, 570)",000
0.685476009879546,120,"(1020, 720)",000
0.686126610373153,120,"(1020, 645)",000
0.686302295562159,120,"(570, 270)",000
0.6864492223614882,120,"(195, 120)",000
0.686724443663235,120,"(945, 420)",000
0.6899157421799795,120,"(945, 645)",000
0.6900576227660398,120,"(870, 345)",000
0.6900930255326285,120,"(795, 270)",000
0.6918441663248521,120,"(945, 495)",000
0.6945853848734872,120,"(945, 570)",000
0.6956434794533319,120,"(720, 270)",000
0.6957908235679556,120,"(270, 120)",000
0.6973004990653915,120,"(870, 495)",000
0.6973953008513917,120,"(870, 420)",000
0.6978094354036654,120,"(495, 270)",000
0.6999116316764358,120,"(795, 345)",000
0.7014969719570662,120,"(195, 195)",000
0.704872665618041,120,"(120, 570)",000
0.70788463848714,120,"(795, 420)",000
0.7096430053050448,120,"(720, 345)",000
0.709672213277172,120,"(345, 195)",000
0.7099153740455,120,"(270, 195)",000
0.7112646806370603,120,"(120, 645)",000
0.7136802222897266,120,"(120, 495)",000
0.7141435819988436,120,"(645, 345)",000
0.7170286128601633,120,"(195, 570)",000
0.7172174942033063,120,"(570, 345)",000
0.7193153998759193,120,"(195, 270)",000
0.7219778327283036,120,"(420, 270)",000
0.7221436615808327,120,"(120, 345)",000
0.7223176230294195,120,"(195, 645)",000
0.7244079057200468,120,"(270, 270)",000
0.7251438596731161,120,"(345, 270)",000
0.7253629239575246,120,"(195, 495)",000
0.7314282294019625,120,"(495, 345)",000
0.7345010531996098,120,"(195, 345)",000
0.737359526807158,120,"(120, 420)",000
0.7389653417735079,120,"(270, 345)",000
0.739772355683039,120,"(420, 345)",000
0.7409511260099185,120,"(345, 345)",000
0.741889147085808,120,"(120, 720)",000
0.7420644212893238,120,"(570, 420)",000
0.7445401790293136,120,"(195, 420)",000
0.7511956990404584,120,"(495, 420)",000
0.7514439443519759,120,"(270, 570)",000
0.7529092636836922,120,"(270, 420)",000
0.7553398752663782,120,"(195, 720)",000
0.7560262841816799,120,"(270, 495)",000
0.7564695960639038,120,"(420, 420)",000
0.756875259085228,120,"(345, 420)",000
0.7634593687371808,120,"(270, 645)",000
0.7724355035895887,120,"(345, 495)",000
0.7735143010558074,120,"(420, 495)",000
0.7858493920447676,120,"(345, 570)",000
