confidence,radius,position,id
0.0,120,"(1095, 195)",130
0.0,120,"(1020, 270)",130
0.0,120,"(1095, 270)",130
0.0,120,"(945, 345)",130
0.0,120,"(1020, 345)",130
0.0,120,"(1095, 345)",130
0.0,120,"(945, 420)",130
0.0,120,"(1020, 420)",130
0.0,120,"(1095, 420)",130
0.0,120,"(120, 495)",130
0.0,120,"(195, 495)",130
0.0,120,"(945, 495)",130
0.0,120,"(1020, 495)",130
0.0,120,"(1095, 495)",130
0.0,120,"(120, 570)",130
0.0,120,"(195, 570)",130
0.0,120,"(1020, 570)",130
0.0,120,"(1095, 570)",130
0.0,120,"(120, 645)",130
0.0,120,"(195, 645)",130
0.0,120,"(795, 645)",130
0.0,120,"(870, 645)",130
0.0,120,"(945, 645)",130
0.0,120,"(1020, 645)",130
0.0,120,"(120, 720)",130
0.0,120,"(195, 720)",130
0.0,120,"(795, 720)",130
0.0,120,"(870, 720)",130
0.0,120,"(945, 720)",130
0.0,120,"(1020, 720)",130
0.0,120,"(1095, 720)",130
0.5859486465356556,120,"(1095, 645)",130
0.6084792768165186,120,"(1095, 120)",130
0.6110726013159765,120,"(945, 570)",130
0.6268067352696648,120,"(1020, 195)",130
0.6272360890835488,120,"(1020, 120)",130
0.6348477172196939,120,"(870, 570)",130
0.6433932105878045,120,"(945, 120)",130
0.6448498934867356,120,"(870, 495)",130
0.6465639026904535,120,"(795, 570)",130
0.6493151844314194,120,"(945, 195)",130
0.6572971917943805,120,"(795, 495)",130
0.6618853732079417,120,"(870, 120)",130
0.662155842924347,120,"(945, 270)",130
0.6672357412451686,120,"(720, 120)",130
0.671953206210719,120,"(795, 120)",130
0.6733967766103872,120,"(645, 120)",130
0.6786895739714012,120,"(870, 195)",130
0.6797955137405343,120,"(870, 420)",130
0.6803723585662634,120,"(870, 270)",130
0.6814900915814432,120,"(720, 570)",130
0.681838085817365,120,"(720, 195)",130
0.6826580523714801,120,"(795, 420)",130
0.6854750397386211,120,"(870, 345)",130
0.6871812870888317,120,"(795, 270)",130
0.6872156219805398,120,"(720, 495)",130
0.689203966486643,120,"(645, 195)",130
0.6914935327217769,120,"(795, 195)",130
0.6927894310515954,120,"(720, 270)",130
0.6928613097560082,120,"(795, 345)",130
0.6933417073510917,120,"(570, 120)",130
0.7003408235052064,120,"(570, 195)",130
0.7059537529042192,120,"(645, 270)",130
0.7067089325039616,120,"(720, 420)",130
0.707338605423518,120,"(720, 645)",130
0.7115229346351262,120,"(720, 345)",130
0.7160889156596487,120,"(120, 120)",130
0.7247297406391953,120,"(495, 120)",130
0.7267114336854971,120,"(120, 195)",130
0.7269335232764853,120,"(570, 270)",130
0.7325776174317622,120,"(195, 120)",130
0.7330952020380405,120,"(645, 345)",130
0.7345183754416448,120,"(420, 120)",130
0.7353267532454985,120,"(495, 195)",130
0.7355862674730913,120,"(270, 120)",130
0.7361570738082668,120,"(345, 120)",130
0.739057956321954,120,"(645, 570)",130
0.7418772667344972,120,"(645, 495)",130
0.7428771952189049,120,"(720, 720)",130
0.7431307487897011,120,"(120, 270)",130
0.744019659016612,120,"(195, 195)",130
0.7452006674195547,120,"(120, 420)",130
0.7465023972224659,120,"(645, 420)",130
0.7478321918233766,120,"(420, 195)",130
0.7480207732849395,120,"(270, 195)",130
0.7492430769205659,120,"(345, 195)",130
0.7525171287259078,120,"(120, 345)",130
0.7552999841664887,120,"(495, 270)",130
0.7557954326980878,120,"(195, 270)",130
0.7562107027048302,120,"(645, 645)",130
0.7596417631493635,120,"(570, 345)",130
0.760617812994871,120,"(270, 270)",130
0.7617505125410067,120,"(420, 270)",130
0.7627855743817578,120,"(345, 270)",130
0.7664147601074931,120,"(195, 345)",130
0.7677973396333816,120,"(195, 420)",130
0.7708809783119667,120,"(645, 720)",130
0.7714232448911202,120,"(495, 345)",130
0.7732520481203911,120,"(270, 345)",130
0.7743983381782127,120,"(570, 420)",130
0.7757333256305107,120,"(270, 720)",130
0.7763331701418601,120,"(270, 645)",130
0.7763866782857103,120,"(420, 345)",130
0.7768147681564587,120,"(345, 345)",130
0.7785983961497549,120,"(270, 570)",130
0.7841696866135653,120,"(270, 495)",130
0.7845857365094376,120,"(270, 420)",130
0.7852075465228969,120,"(570, 495)",130
0.7862744324024884,120,"(495, 420)",130
0.7912934903202692,120,"(345, 420)",130
0.7918718701791744,120,"(420, 420)",130
0.7921433773414153,120,"(570, 570)",130
0.7956056346778354,120,"(570, 720)",130
0.7977437155215331,120,"(570, 645)",130
0.801503022238374,120,"(495, 495)",130
0.8039051144186681,120,"(345, 495)",130
0.8070052470364919,120,"(345, 720)",130
0.8083442688409198,120,"(420, 495)",130
0.8084917027643955,120,"(345, 570)",130
0.8101530091963122,120,"(345, 645)",130
0.8140814574624351,120,"(495, 720)",130
0.8158865186203716,120,"(495, 570)",130
0.8228947901881706,120,"(495, 645)",130
0.8230634983810827,120,"(420, 720)",130
0.825292966367426,120,"(420, 570)",130
0.840078978387682,120,"(420, 645)",130
0.29504652386483166,120,"(1095, 570)",219
0.2978995296855177,120,"(1095, 645)",219
0.3273931416967091,120,"(1095, 720)",219
0.36635564157094613,120,"(1095, 495)",219
0.44201993170744364,120,"(1095, 195)",219
0.4492912265750351,120,"(1020, 645)",219
0.44959353070800845,120,"(1095, 120)",219
0.45532576783938417,120,"(270, 720)",219
0.46109267582434016,120,"(1020, 570)",219
0.46871326017191556,120,"(1095, 420)",219
0.46879712026781883,120,"(1020, 720)",219
