confidence,radius,position,id,gt,reasons
,120,"(120, 120)",040001_001,1,[]
,120,"(195, 120)",040001_001,1,[]
,120,"(270, 120)",040001_001,1,[]
,120,"(345, 120)",040001_001,1,[]
,120,"(420, 120)",040001_001,1,[]
,120,"(495, 120)",040001_001,1,[]
,120,"(570, 120)",040001_001,1,[]
,120,"(645, 120)",040001_001,1,[]
,120,"(720, 120)",040001_001,0,['person']
,120,"(795, 120)",040001_001,0,"['person', 'bike']"
,120,"(870, 120)",040001_001,0,"['person', 'bike']"
,120,"(945, 120)",040001_001,0,"['person', 'bike']"
,120,"(1020, 120)",040001_001,0,['person']
,120,"(1095, 120)",040001_001,1,[]
,120,"(120, 195)",040001_001,1,[]
,120,"(195, 195)",040001_001,1,[]
,120,"(270, 195)",040001_001,1,[]
,120,"(345, 195)",040001_001,1,[]
,120,"(420, 195)",040001_001,1,[]
,120,"(495, 195)",040001_001,1,[]
,120,"(570, 195)",040001_001,1,[]
,120,"(645, 195)",040001_001,0,['person']
,120,"(720, 195)",040001_001,0,"['person', 'bike']"
,120,"(795, 195)",040001_001,0,"['person', 'bike']"
,120,"(870, 195)",040001_001,0,"['person', 'bike']"
,120,"(945, 195)",040001_001,0,"['person', 'bike']"
,120,"(1020, 195)",040001_001,0,['person']
,120,"(1095, 195)",040001_001,1,[]
,120,"(120, 270)",040001_001,1,[]
,120,"(195, 270)",040001_001,1,[]
,120,"(270, 270)",040001_001,1,[]
,120,"(345, 270)",040001_001,1,[]
,120,"(420, 270)",040001_001,1,[]
,120,"(495, 270)",040001_001,1,[]
,120,"(570, 270)",040001_001,0,['person']
,120,"(645, 270)",040001_001,0,['person']
,120,"(720, 270)",040001_001,0,"['person', 'bike']"
,120,"(795, 270)",040001_001,0,"['person', 'bike']"
,120,"(870, 270)",040001_001,0,"['person', 'bike']"
,120,"(945, 270)",040001_001,0,"['person', 'bike']"
,120,"(1020, 270)",040001_001,1,[]
,120,"(1095, 270)",040001_001,1,[]
,120,"(120, 345)",040001_001,1,[]
,120,"(195, 345)",040001_001,1,[]
,120,"(270, 345)",040001_001,1,[]
,120,"(345, 345)",040001_001,1,[]
,120,"(420, 345)",040001_001,1,[]
,120,"(495, 345)",040001_001,1,[]
,120,"(570, 345)",040001_001,0,['person']
,120,"(645, 345)",040001_001,0,['person']
,120,"(720, 345)",040001_001,0,['person']
,120,"(795, 345)",040001_001,0,"['person', 'bike']"
,120,"(870, 345)",040001_001,0,"['person', 'bike']"
,120,"(945, 345)",040001_001,0,['bike']
,120,"(1020, 345)",040001_001,1,[]
,120,"(1095, 345)",040001_001,1,[]
,120,"(120, 420)",040001_001,1,[]
,120,"(195, 420)",040001_001,1,[]
,120,"(270, 420)",040001_001,1,[]
,120,"(345, 420)",040001_001,1,[]
,120,"(420, 420)",040001_001,1,[]
,120,"(495, 420)",040001_001,1,[]
,120,"(570, 420)",040001_001,1,[]
,120,"(645, 420)",040001_001,0,['person']
,120,"(720, 420)",040001_001,0,['person']
,120,"(795, 420)",040001_001,0,['person']
,120,"(870, 420)",040001_001,0,['bike']
,120,"(945, 420)",040001_001,1,[]
,120,"(1020, 420)",040001_001,1,[]
,120,"(1095, 420)",040001_001,1,[]
,120,"(120, 495)",040001_001,1,[]
,120,"(195, 495)",040001_001,1,[]
,120,"(270, 495)",040001_001,1,[]
,120,"(345, 495)",040001_001,1,[]
,120,"(420, 495)",040001_001,1,[]
,120,"(495, 495)",040001_001,1,[]
,120,"(570, 495)",040001_001,1,[]
,120,"(645, 495)",040001_001,1,[]
,120,"(720, 495)",040001_001,1,[]
,120,"(795, 495)",040001_001,1,[]
,120,"(870, 495)",040001_001,1,[]
,120,"(945, 495)",040001_001,1,[]
,120,"(1020, 495)",040001_001,1,[]
,120,"(1095, 495)",040001_001,1,[]
,120,"(120, 570)",040001_001,1,[]
,120,"(195, 570)",040001_001,1,[]
,120,"(270, 570)",040001_001,1,[]
,120,"(345, 570)",040001_001,1,[]
,120,"(420, 570)",040001_001,1,[]
,120,"(495, 570)",040001_001,1,[]
,120,"(570, 570)",040001_001,1,[]
,120,"(645, 570)",040001_001,1,[]
,120,"(720, 570)",040001_001,1,[]
,120,"(795, 570)",040001_001,1,[]
,120,"(870, 570)",040001_001,1,[]
,120,"(945, 570)",040001_001,1,[]
,120,"(1020, 570)",040001_001,1,[]
,120,"(1095, 570)",040001_001,1,[]
,120,"(120, 120)",040001_002,1,[]
,120,"(195, 120)",040001_002,1,[]
,120,"(270, 120)",040001_002,1,[]
,120,"(345, 120)",040001_002,1,[]
,120,"(420, 120)",040001_002,1,[]
,120,"(495, 120)",040001_002,1,[]
,120,"(570, 120)",040001_002,1,[]
,120,"(645, 120)",040001_002,1,[]
,120,"(720, 120)",040001_002,0,"['person', 'bike']"
,120,"(795, 120)",040001_002,0,"['person', 'bike']"
,120,"(870, 120)",040001_002,0,"['person', 'bike']"
,120,"(945, 120)",040001_002,0,"['person', 'bike']"
,120,"(1020, 120)",040001_002,0,['person']
,120,"(1095, 120)",040001_002,1,[]
,120,"(120, 195)",040001_002,1,[]
,120,"(195, 195)",040001_002,1,[]
,120,"(270, 195)",040001_002,1,[]
,120,"(345, 195)",040001_002,1,[]
,120,"(420, 195)",040001_002,1,[]
,120,"(495, 195)",040001_002,1,[]
,120,"(570, 195)",040001_002,1,[]
,120,"(645, 195)",040001_002,0,['person']
,120,"(720, 195)",040001_002,0,"['person', 'bike']"
,120,"(795, 195)",040001_002,0,"['person', 'bike']"
,120,"(870, 195)",040001_002,0,"['person', 'bike']"
,120,"(945, 195)",040001_002,0,"['person', 'bike']"
,120,"(1020, 195)",040001_002,0,['person']
,120,"(1095, 195)",040001_002,1,[]
,120,"(120, 270)",040001_002,1,[]
,120,"(195, 270)",040001_002,1,[]
,120,"(270, 270)",040001_002,1,[]
,120,"(345, 270)",040001_002,1,[]
,120,"(420, 270)",040001_002,1,[]
,120,"(495, 270)",040001_002,1,[]
,120,"(570, 270)",040001_002,0,['person']
,120,"(645, 270)",040001_002,0,['person']
,120,"(720, 270)",040001_002,0,"['person', 'bike']"
,120,"(795, 270)",040001_002,0,"['person', 'bike']"
,120,"(870, 270)",040001_002,0,"['person', 'bike']"
,120,"(945, 270)",040001_002,0,"['person', 'bike']"
,120,"(1020, 270)",040001_002,1,[]
,120,"(1095, 270)",040001_002,1,[]
,120,"(120, 345)",040001_002,1,[]
,120,"(195, 345)",040001_002,1,[]
,120,"(270, 345)",040001_002,1,[]
,120,"(345, 345)",040001_002,1,[]
,120,"(420, 345)",040001_002,1,[]
,120,"(495, 345)",040001_002,1,[]
,120,"(570, 345)",040001_002,0,['person']
,120,"(645, 345)",040001_002,0,['person']
,120,"(720, 345)",040001_002,0,['person']
,120,"(795, 345)",040001_002,0,"['person', 'bike']"
,120,"(870, 345)",040001_002,0,"['person', 'bike']"
,120,"(945, 345)",040001_002,0,['bike']
,120,"(1020, 345)",040001_002,1,[]
,120,"(1095, 345)",040001_002,1,[]
,120,"(120, 420)",040001_002,1,[]
,120,"(195, 420)",040001_002,1,[]
,120,"(270, 420)",040001_002,1,[]
,120,"(345, 420)",040001_002,1,[]
,120,"(420, 420)",040001_002,1,[]
,120,"(495, 420)",040001_002,1,[]
,120,"(570, 420)",040001_002,1,[]
,120,"(645, 420)",040001_002,0,['person']
,120,"(720, 420)",040001_002,0,['person']
,120,"(795, 420)",040001_002,0,['person']
,120,"(870, 420)",040001_002,0,['bike']
,120,"(945, 420)",040001_002,1,[]
,120,"(1020, 420)",040001_002,1,[]
,120,"(1095, 420)",040001_002,1,[]
,120,"(120, 495)",040001_002,1,[]
,120,"(195, 495)",040001_002,1,[]
,120,"(270, 495)",040001_002,1,[]
,120,"(345, 495)",040001_002,1,[]
,120,"(420, 495)",040001_002,1,[]
,120,"(495, 495)",040001_002,1,[]
,120,"(570, 495)",040001_002,1,[]
,120,"(645, 495)",040001_002,1,[]
,120,"(720, 495)",040001_002,1,[]
,120,"(795, 495)",040001_002,1,[]
,120,"(870, 495)",040001_002,1,[]
,120,"(945, 495)",040001_002,1,[]
,120,"(1020, 495)",040001_002,1,[]
,120,"(1095, 495)",040001_002,1,[]
,120,"(120, 570)",040001_002,1,[]
,120,"(195, 570)",040001_002,1,[]
,120,"(270, 570)",040001_002,1,[]
,120,"(345, 570)",040001_002,1,[]
,120,"(420, 570)",040001_002,1,[]
,120,"(495, 570)",040001_002,1,[]
,120,"(570, 570)",040001_002,1,[]
,120,"(645, 570)",040001_002,1,[]
,120,"(720, 570)",040001_002,1,[]
,120,"(795, 570)",040001_002,1,[]
,120,"(870, 570)",040001_002,1,[]
,120,"(945, 570)",040001_002,1,[]
,120,"(1020, 570)",040001_002,1,[]
,120,"(1095, 570)",040001_002,1,[]
0.0,120,"(570, 120)",040001_003,1,[]
0.0,120,"(645, 120)",040001_003,0,['person']
0.0,120,"(720, 120)",040001_003,0,['person']
0.0,120,"(795, 120)",040001_003,0,"['person', 'bike']"
0.0,120,"(870, 120)",040001_003,0,"['person', 'bike']"
0.0,120,"(570, 195)",040001_003,0,['person']
0.0,120,"(645, 195)",040001_003,0,['person']
0.0,120,"(720, 195)",040001_003,0,"['person', 'bike']"
0.0,120,"(795, 195)",040001_003,0,"['person', 'bike']"
0.0,120,"(870, 195)",040001_003,0,"['person', 'bike']"
0.0,120,"(945, 195)",040001_003,0,"['person', 'bike']"
0.0,120,"(570, 270)",040001_003,0,['person']
0.0,120,"(645, 270)",040001_003,0,['person']
0.0,120,"(720, 270)",040001_003,0,"['person', 'bike']"
0.0,120,"(795, 270)",040001_003,0,"['person', 'bike']"
0.0,120,"(870, 270)",040001_003,0,"['person', 'bike']"
0.0,120,"(570, 345)",040001_003,1,[]
0.0,120,"(645, 345)",040001_003,0,['person']
0.0,120,"(720, 345)",040001_003,0,['person']
0.0,120,"(795, 345)",040001_003,0,"['person', 'bike']"
0.0,120,"(870, 345)",040001_003,0,"['person', 'bike']"
0.0,120,"(720, 420)",040001_003,0,['person']
0.0,120,"(795, 420)",040001_003,1,[]
0.4057040821542187,120,"(945, 120)",040001_003,0,"['person', 'bike']"
0.4529873969772709,120,"(1020, 120)",040001_003,0,['person']
0.4646720098661446,120,"(1095, 120)",040001_003,1,[]
0.469683354900538,120,"(1020, 195)",040001_003,0,['person']
0.4744568527693231,120,"(1095, 195)",040001_003,1,[]
0.4849822202633804,120,"(1095, 270)",040001_003,1,[]
0.4901933784918968,120,"(945, 270)",040001_003,0,"['person', 'bike']"
0.4941666920517228,120,"(1020, 270)",040001_003,1,[]
0.4960247958890501,120,"(1095, 345)",040001_003,1,[]
0.5071305146155265,120,"(1095, 420)",040001_003,1,[]
0.5076649696755914,120,"(1020, 345)",040001_003,1,[]
0.5177762676938247,120,"(1095, 495)",040001_003,1,[]
0.5196585543297823,120,"(1020, 420)",040001_003,1,[]
0.5274908248256303,120,"(1095, 570)",040001_003,1,[]
0.5312536214910696,120,"(1020, 495)",040001_003,1,[]
0.5388507888452686,120,"(945, 345)",040001_003,0,['bike']
0.5417796964433778,120,"(1020, 570)",040001_003,1,[]
0.5524726744806169,120,"(945, 420)",040001_003,1,[]
0.563785152004206,120,"(945, 495)",040001_003,1,[]
0.5736271689243535,120,"(945, 570)",040001_003,1,[]
0.5858553112725433,120,"(195, 120)",040001_003,1,[]
0.5869848049199797,120,"(120, 120)",040001_003,1,[]
0.600443536458726,120,"(870, 420)",040001_003,0,['bike']
0.60131023948843,120,"(270, 120)",040001_003,1,[]
0.604393089933306,120,"(120, 195)",040001_003,1,[]
0.6049477053901147,120,"(195, 195)",040001_003,1,[]
0.6134515271431803,120,"(870, 495)",040001_003,1,[]
