confidence,radius,position,id
0.0,120,"(645, 120)",040001_001
0.0,120,"(720, 120)",040001_001
0.0,120,"(795, 120)",040001_001
0.0,120,"(570, 195)",040001_001
0.0,120,"(645, 195)",040001_001
0.0,120,"(720, 195)",040001_001
0.0,120,"(795, 195)",040001_001
0.0,120,"(870, 195)",040001_001
0.0,120,"(570, 270)",040001_001
0.0,120,"(645, 270)",040001_001
0.0,120,"(720, 270)",040001_001
0.0,120,"(795, 270)",040001_001
0.0,120,"(870, 270)",040001_001
0.0,120,"(495, 345)",040001_001
0.0,120,"(570, 345)",040001_001
0.0,120,"(645, 345)",040001_001
0.0,120,"(720, 345)",040001_001
0.0,120,"(795, 345)",040001_001
0.0,120,"(870, 345)",040001_001
0.0,120,"(570, 420)",040001_001
0.0,120,"(645, 420)",040001_001
0.0,120,"(720, 420)",040001_001
0.0,120,"(795, 420)",040001_001
0.0,120,"(870, 420)",040001_001
0.0,120,"(645, 495)",040001_001
0.0,120,"(720, 495)",040001_001
0.0,120,"(795, 495)",040001_001
0.4177071685965976,120,"(945, 120)",040001_001
0.4194659076623611,120,"(945, 195)",040001_001
0.4376158151484817,120,"(870, 120)",040001_001
0.46446717464702525,120,"(1020, 120)",040001_001
0.47717374384322936,120,"(1095, 120)",040001_001
0.47725229913845996,120,"(1020, 195)",040001_001
0.48448396188634457,120,"(1095, 195)",040001_001
0.4921654364092137,120,"(1095, 270)",040001_001
0.4929757226303782,120,"(945, 270)",040001_001
0.5002731736042897,120,"(1095, 345)",040001_001
0.5006534659909009,120,"(1020, 270)",040001_001
0.5086791876757133,120,"(1095, 420)",040001_001
0.5111552047017482,120,"(1020, 345)",040001_001
0.51704866523272,120,"(1095, 495)",040001_001
0.5199865955939255,120,"(1020, 420)",040001_001
0.524950667846112,120,"(1095, 570)",040001_001
0.5291367350274753,120,"(1020, 495)",040001_001
0.5378169095658498,120,"(1020, 570)",040001_001
0.5407088375037038,120,"(945, 345)",040001_001
0.5510506504832393,120,"(945, 420)",040001_001
